UserID,PostureScore,AlertTriggered,AlertTriggeredDate
1247,50.0,Yes,2025-06-10
2372,75.0,Yes,2025-11-01
1813,,No,
2462,84.0,No,
1381,61.0,No,
1868,85.0,Yes,2025-07-15
1409,96.0,Yes,2025-04-18
1986,70.0,No,
2292,76.0,No,
2245,84.0,Yes,2025-05-23
1707,63.0,Yes,2025-12-14
1298,,Yes,2025-04-25
1010,75.0,No,
1058,63.0,Yes,2025-11-06
2218,56.0,No,
1122,99.0,Yes,2025-04-19
1349,58.0,Yes,2025-07-11
2097,74.0,Yes,2025-11-12
2150,75.0,Yes,2025-10-31
1968,,No,
1601,,No,
2035,99.0,Yes,2025-05-02
1483,99.0,Yes,2025-07-28
1977,53.0,No,
2153,,No,
1479,61.0,No,
2038,72.0,Yes,2025-02-25
2418,,Yes,2025-08-05
2041,89.0,No,
1459,89.0,No,
2096,96.0,No,
1938,87.0,Yes,2025-03-07
1171,,No,
1715,99.0,No,
1836,51.0,Yes,2025-02-18
1651,90.0,Yes,2025-03-11
1836,89.0,Yes,2025-07-06
1448,81.0,Yes,2025-07-23
1569,56.0,No,
1574,70.0,No,
1076,81.0,No,
1862,84.0,Yes,2025-10-15
1603,59.0,No,
2354,90.0,No,
1776,65.0,No,
2118,89.0,Yes,2025-04-16
1909,95.0,No,
2482,75.0,No,
1212,98.0,No,
1954,89.0,Yes,2025-02-03
2125,80.0,No,
1839,76.0,No,
2080,92.0,No,
1645,100.0,Yes,2025-07-08
1508,95.0,No,
1298,70.0,No,
1344,56.0,Yes,2025-02-10
2078,57.0,No,
1312,60.0,No,
2146,88.0,Yes,2025-03-03
2240,70.0,Yes,
1830,72.0,No,
1601,60.0,No,
1658,71.0,Yes,
2050,100.0,No,
1655,77.0,Yes,2025-06-15
1002,,Yes,2025-02-04
1243,54.0,Yes,2025-10-25
1056,90.0,No,
2212,56.0,No,
2478,80.0,No,
2089,54.0,Yes,2025-01-16
2058,79.0,No,
1818,72.0,No,
1997,78.0,Yes,2025-05-20
1008,85.0,No,
1237,85.0,No,
1433,56.0,Yes,2025-01-22
1311,79.0,Yes,2025-04-19
2500,95.0,No,
1714,74.0,No,
2130,99.0,Yes,2025-09-24
1779,77.0,No,
1251,75.0,Yes,2025-08-10
1157,68.0,No,
1144,68.0,No,
2373,84.0,No,
1234,95.0,Yes,2025-02-12
2109,64.0,Yes,
2416,88.0,No,
1902,80.0,No,
1283,96.0,No,
1212,95.0,Yes,2025-01-03
1969,65.0,No,
2177,98.0,No,
1204,73.0,No,
2009,82.0,Yes,2025-05-29
1181,,Yes,2025-11-05
1212,94.0,No,
1936,95.0,Yes,2025-06-04
2352,79.0,No,
2035,54.0,Yes,2025-09-10
1814,95.0,No,
1131,50.0,No,
1551,64.0,No,
2189,59.0,No,
2445,82.0,No,
1453,85.0,Yes,2025-10-05
2463,93.0,Yes,2025-08-02
1644,62.0,No,
1290,54.0,Yes,2025-07-13
2291,50.0,No,
1262,96.0,Yes,2025-10-05
1818,77.0,No,
1822,50.0,No,
1047,58.0,No,
1708,,Yes,2025-03-03
2398,99.0,No,
2091,57.0,No,
2003,63.0,Yes,2025-06-17
2153,94.0,Yes,2025-04-29
1417,,No,
1470,62.0,Yes,2025-03-11
1065,82.0,Yes,2025-04-14
1153,67.0,Yes,2025-08-16
1464,58.0,No,
1050,91.0,Yes,2025-04-22
2109,96.0,No,
2406,94.0,Yes,
1629,93.0,Yes,2025-02-21
1775,95.0,No,
2091,65.0,No,
1821,72.0,Yes,2025-03-13
2370,51.0,No,
1378,88.0,Yes,2025-02-21
1459,58.0,Yes,
1949,79.0,Yes,2025-01-29
1055,,Yes,2025-07-20
2389,74.0,Yes,2025-08-08
1275,86.0,Yes,2025-05-07
1702,72.0,Yes,2025-09-20
1163,66.0,Yes,2025-09-30
2035,77.0,No,
2217,65.0,Yes,2025-09-20
1576,69.0,No,
1152,75.0,No,
2220,,No,
1615,98.0,Yes,2025-08-23
2233,74.0,No,
2396,57.0,Yes,2025-09-06
1167,91.0,Yes,2025-03-11
1758,94.0,Yes,2025-02-11
2245,54.0,No,
1247,86.0,No,
1696,87.0,No,
1881,72.0,No,
1691,90.0,Yes,2025-01-07
1247,79.0,Yes,2025-01-05
2043,,Yes,2025-05-08
1137,65.0,Yes,2025-04-18
1087,,No,
1350,84.0,No,
1388,100.0,Yes,
2206,93.0,No,
2124,100.0,Yes,2025-09-26
2227,97.0,No,
2473,81.0,No,
2449,66.0,No,
1146,56.0,Yes,2025-06-14
1571,76.0,Yes,2025-10-23
1866,98.0,Yes,2025-07-13
1352,94.0,Yes,2025-01-08
1892,74.0,No,
1836,66.0,Yes,2025-05-17
1600,84.0,Yes,2025-01-13
1174,64.0,No,
1897,51.0,No,
2118,74.0,No,
2328,96.0,Yes,2025-11-09
2419,71.0,No,
1385,70.0,No,
1133,57.0,Yes,2025-07-14
2235,62.0,Yes,2025-10-14
2062,82.0,Yes,2025-03-09
1815,67.0,Yes,
2245,93.0,Yes,2025-11-02
2175,83.0,No,
2180,97.0,No,
1403,55.0,Yes,2025-12-07
1267,86.0,Yes,2025-10-22
1515,96.0,Yes,2025-07-24
1394,99.0,Yes,2025-04-13
1045,88.0,No,
1972,87.0,Yes,2025-06-16
1509,75.0,Yes,2025-07-16
2113,94.0,No,
1215,78.0,Yes,2025-07-03
2341,,Yes,2025-04-18
2119,71.0,Yes,2025-12-06
1481,74.0,Yes,2025-10-14
1568,79.0,Yes,2025-02-08
1655,57.0,No,
1390,52.0,Yes,2025-06-28
1533,74.0,No,
2413,84.0,Yes,
1702,66.0,No,
1844,74.0,Yes,2025-02-23
1158,97.0,Yes,2025-04-10
1989,86.0,Yes,2025-05-22
2239,95.0,Yes,2025-02-23
1953,66.0,Yes,2025-11-13
1379,85.0,Yes,2025-11-08
1954,97.0,Yes,2025-11-28
1206,57.0,Yes,
1526,96.0,Yes,2025-04-15
2493,96.0,Yes,2025-08-05
1869,80.0,Yes,2025-02-18
1198,58.0,No,
1518,91.0,Yes,2025-07-25
1502,75.0,Yes,2025-01-31
1957,80.0,No,
1698,94.0,No,
1913,66.0,Yes,2025-08-30
1956,60.0,Yes,2025-02-19
1234,88.0,No,
1533,68.0,Yes,2025-02-05
1655,63.0,No,
1287,69.0,Yes,2025-02-23
2278,75.0,No,
1465,58.0,Yes,2025-06-12
1253,68.0,Yes,2025-05-29
2455,98.0,Yes,2025-05-14
1733,72.0,Yes,2025-09-09
2174,,Yes,2025-10-24
2408,61.0,No,
2266,76.0,Yes,2025-09-01
1193,97.0,No,
1777,52.0,No,
2435,98.0,Yes,2025-05-19
1451,93.0,No,
1600,68.0,Yes,2025-03-17
2063,50.0,No,
1574,57.0,Yes,2025-09-08
2454,68.0,No,
1586,85.0,No,
1490,56.0,Yes,2025-06-08
1744,91.0,Yes,2025-06-21
1221,,Yes,2025-12-20
1358,95.0,No,
2443,88.0,Yes,
2060,80.0,Yes,2025-05-09
2322,88.0,No,
2086,63.0,Yes,2025-05-25
2321,64.0,No,
1959,91.0,No,
1986,52.0,Yes,2025-03-02
2012,72.0,Yes,2025-07-12
2098,64.0,No,
1713,81.0,Yes,2025-03-26
1189,85.0,No,
2403,75.0,No,
1117,,No,
2074,69.0,Yes,2025-06-19
2369,98.0,No,
1719,74.0,Yes,2025-05-06
2228,73.0,No,
1648,76.0,No,
1635,97.0,Yes,2025-05-24
1630,94.0,Yes,2025-02-25
1024,65.0,Yes,
1207,78.0,No,
1331,90.0,Yes,2025-09-23
1161,,Yes,2025-04-04
2030,54.0,Yes,2025-05-04
2312,68.0,No,
2472,76.0,Yes,2025-11-26
2341,84.0,Yes,2025-12-28
2064,95.0,No,
1392,62.0,No,
1440,90.0,No,
2074,86.0,Yes,2025-09-18
1878,72.0,No,
2441,87.0,Yes,2025-03-21
2207,62.0,Yes,2025-05-31
1151,57.0,Yes,2025-08-09
2358,59.0,No,
2043,,Yes,2025-04-04
1951,96.0,Yes,2025-06-10
1745,58.0,Yes,2025-11-01
1769,54.0,Yes,2025-01-06
1551,97.0,Yes,2025-06-07
1420,84.0,Yes,2025-03-09
2307,83.0,Yes,2025-12-01
1986,64.0,No,
2095,97.0,No,
1301,69.0,Yes,2025-03-01
2031,95.0,Yes,2025-07-31
2429,52.0,No,
1617,,No,
1418,98.0,Yes,2025-04-25
1060,71.0,No,
1210,84.0,Yes,2025-05-20
1689,95.0,No,
2443,73.0,Yes,2025-11-07
1727,97.0,Yes,2025-10-17
2331,53.0,No,
1803,97.0,No,
2333,56.0,Yes,2025-11-05
2302,65.0,No,
2491,93.0,Yes,2025-12-05
2156,85.0,Yes,
2123,92.0,Yes,2025-06-18
2342,70.0,Yes,2025-09-16
2423,77.0,Yes,2025-02-07
1111,63.0,No,
2385,98.0,No,
1179,88.0,No,
1953,76.0,No,
1913,66.0,Yes,2025-08-30
2450,90.0,Yes,2025-12-20
1140,57.0,No,
2481,69.0,No,
2485,,No,
1737,84.0,Yes,2025-06-22
1840,80.0,No,
2483,95.0,No,
2499,62.0,No,
1626,89.0,No,
2291,82.0,Yes,2025-02-21
1140,57.0,No,
1011,60.0,No,
2241,96.0,Yes,2025-03-10
2149,95.0,Yes,2025-05-03
1030,83.0,No,
2286,75.0,No,
2184,55.0,Yes,2025-08-27
1738,99.0,No,
2031,68.0,No,
1368,53.0,No,
1549,,No,
2459,96.0,Yes,2025-11-02
2491,56.0,Yes,2025-07-30
1875,84.0,Yes,2025-03-15
2451,100.0,No,
1850,81.0,No,
2404,72.0,No,
2255,65.0,No,
2000,100.0,Yes,2025-09-13
2178,62.0,No,
1958,62.0,No,
1800,62.0,Yes,2025-10-26
1563,60.0,Yes,2025-07-13
1684,67.0,No,
1001,92.0,Yes,2025-10-02
2319,100.0,No,
2427,97.0,Yes,2025-10-18
1451,74.0,Yes,2025-06-01
1995,,Yes,2025-01-30
2399,57.0,No,
1468,80.0,Yes,2025-08-13
1214,81.0,Yes,2025-08-01
2355,70.0,Yes,2025-08-29
2244,61.0,Yes,2025-05-16
1032,57.0,No,
1324,100.0,Yes,2025-03-18
1535,75.0,Yes,2025-12-06
2287,98.0,Yes,2025-04-20
2211,78.0,Yes,2025-12-01
1982,,No,
1355,94.0,No,
1054,72.0,No,
2220,80.0,Yes,2025-04-24
1584,85.0,Yes,2025-01-08
2341,54.0,No,
1024,93.0,Yes,2025-06-02
1567,80.0,No,
1143,95.0,Yes,
2024,91.0,Yes,2025-11-26
2387,91.0,No,
1519,66.0,No,
1095,70.0,Yes,2025-12-13
2116,79.0,No,
2368,83.0,Yes,2025-08-04
1213,53.0,Yes,2025-03-29
2085,85.0,Yes,2025-06-17
2186,79.0,Yes,2025-04-06
2171,67.0,No,
1866,80.0,No,
1747,90.0,Yes,
1688,58.0,No,
1899,,No,
1427,72.0,No,
1178,80.0,No,
2415,62.0,No,
1046,79.0,Yes,2025-09-14
2091,51.0,Yes,2025-09-28
1136,58.0,No,
1631,51.0,Yes,2025-08-27
2029,81.0,Yes,2025-12-12
1946,,Yes,2025-10-15
1816,98.0,No,
1084,59.0,Yes,2025-07-07
1034,,No,
1344,,No,
2377,97.0,Yes,2025-04-04
1654,59.0,Yes,2025-12-04
2269,62.0,No,
1353,90.0,Yes,2025-09-08
2250,56.0,No,
1361,60.0,Yes,2025-07-26
1627,,No,
1972,68.0,Yes,2025-04-26
1449,77.0,No,
1671,100.0,No,
1214,92.0,Yes,2025-02-05
2202,50.0,Yes,2025-04-07
2305,58.0,Yes,2025-04-19
1959,87.0,Yes,2025-09-30
1267,,No,
2494,75.0,No,
1314,96.0,Yes,2025-04-26
1755,,No,
2108,82.0,Yes,2025-01-01
1080,,No,
1023,62.0,Yes,
2182,90.0,No,
2309,83.0,Yes,2025-08-19
2301,53.0,Yes,2025-09-29
2283,69.0,No,
1061,56.0,Yes,2025-11-14
1366,77.0,Yes,2025-08-17
1581,90.0,Yes,2025-02-15
1573,,No,
1001,85.0,Yes,2025-10-22
2158,92.0,Yes,
1487,70.0,Yes,2025-04-01
1348,95.0,Yes,2025-02-26
2444,82.0,Yes,2025-03-27
1571,58.0,Yes,2025-08-22
1071,73.0,Yes,2025-12-19
2088,76.0,Yes,2025-12-04
1141,92.0,Yes,2025-05-10
1821,67.0,Yes,2025-04-19
1401,62.0,Yes,2025-11-01
2007,72.0,Yes,2025-04-26
1347,73.0,Yes,2025-06-10
1088,50.0,No,
1017,86.0,Yes,2025-03-14
2001,,Yes,2025-07-30
1680,,No,
2113,82.0,Yes,2025-10-15
2204,75.0,Yes,2025-01-29
1509,60.0,No,
1958,63.0,Yes,2025-01-01
1361,95.0,No,
1712,66.0,No,
1043,62.0,No,
1382,75.0,Yes,2025-10-10
2444,50.0,No,
1097,66.0,Yes,2025-01-18
2393,73.0,No,
1079,85.0,No,
1963,95.0,Yes,2025-09-19
1342,78.0,Yes,2025-06-22
2281,65.0,No,
1486,53.0,No,
2237,90.0,No,
1490,84.0,No,
1445,63.0,Yes,2025-04-06
1303,76.0,Yes,2025-12-13
2190,73.0,No,
1512,84.0,Yes,2025-09-29
2120,91.0,Yes,2025-03-02
1649,56.0,No,
1649,100.0,Yes,2025-02-05
1436,88.0,Yes,2025-02-19
2288,100.0,No,
2132,57.0,Yes,2025-03-11
2130,73.0,No,
1286,69.0,No,
1250,,No,
1852,89.0,No,
2352,99.0,No,
1228,86.0,Yes,2025-02-04
1308,50.0,Yes,2025-11-07
2499,78.0,Yes,2025-02-08
2166,90.0,No,
1999,95.0,Yes,2025-12-24
1461,67.0,Yes,2025-01-27
1486,79.0,Yes,2025-05-15
1028,94.0,Yes,2025-04-05
1983,66.0,Yes,
1584,61.0,No,
2094,59.0,Yes,2025-08-05
1585,86.0,No,
1044,68.0,Yes,2025-02-01
1371,52.0,No,
1547,78.0,No,
1358,76.0,No,
1986,95.0,No,
1198,52.0,No,
2194,75.0,Yes,2025-07-24
1417,99.0,Yes,2025-06-25
1486,80.0,Yes,2025-04-20
2206,72.0,Yes,2025-12-08
1589,92.0,No,
2081,92.0,Yes,2025-10-08
2250,74.0,Yes,2025-10-27
1283,52.0,Yes,2025-10-15
1895,,Yes,2025-01-25
1296,71.0,No,
2217,,No,
1519,83.0,Yes,2025-01-22
1836,70.0,Yes,2025-05-24
1871,61.0,Yes,2025-07-30
1364,68.0,Yes,2025-11-05
2354,63.0,Yes,2025-05-11
1578,58.0,Yes,2025-07-17
2375,96.0,Yes,2025-12-03
1812,95.0,Yes,2025-03-06
1046,79.0,Yes,2025-05-04
1576,63.0,Yes,2025-07-17
1962,88.0,No,
1150,95.0,Yes,2025-07-01
2291,,No,
2478,53.0,No,
2434,85.0,No,
2274,,Yes,2025-03-27
2415,60.0,No,
1539,57.0,No,
1229,68.0,No,
1631,72.0,No,
1148,64.0,Yes,2025-01-17
2370,90.0,Yes,2025-06-12
1049,85.0,Yes,2025-04-01
1367,67.0,No,
1850,92.0,Yes,2025-05-18
1909,55.0,No,
1318,61.0,Yes,2025-03-10
1135,58.0,Yes,2025-04-06
1115,67.0,Yes,2025-11-26
1359,67.0,No,
1268,86.0,No,
1058,63.0,Yes,2025-11-06
1433,72.0,No,
1109,79.0,No,
1229,55.0,No,
1050,57.0,No,
1410,62.0,No,
2076,87.0,No,
1823,89.0,Yes,2025-11-12
1721,58.0,Yes,2025-04-27
1222,85.0,Yes,2025-10-26
1734,87.0,No,
1781,85.0,No,
1943,,Yes,2025-09-13
1268,96.0,Yes,2025-10-31
1851,100.0,No,
1664,66.0,Yes,2025-03-12
1926,87.0,No,
1799,64.0,Yes,2025-04-10
2337,84.0,Yes,2025-05-22
1583,96.0,No,
1080,80.0,Yes,2025-10-30
1033,56.0,Yes,2025-09-05
1421,,Yes,2025-04-02
1770,97.0,Yes,2025-02-15
1483,75.0,Yes,2025-03-14
2412,65.0,No,
2218,96.0,No,
1920,,Yes,2025-09-03
2117,,No,
1372,95.0,No,
1470,82.0,Yes,2025-05-30
2300,92.0,No,
1731,88.0,No,
1762,82.0,Yes,2025-09-22
1220,51.0,Yes,2025-01-24
2463,55.0,Yes,2025-05-15
1848,66.0,Yes,2025-01-13
1617,97.0,Yes,2025-02-24
2476,93.0,No,
2354,92.0,Yes,2025-04-22
1844,92.0,No,
1597,81.0,No,
2166,53.0,No,
2425,75.0,Yes,2025-03-11
1952,,No,
2252,54.0,Yes,2025-08-20
1093,69.0,No,
1263,87.0,Yes,2025-03-31
1770,66.0,Yes,2025-07-21
1032,99.0,No,
1861,96.0,Yes,2025-02-03
1806,94.0,Yes,2025-12-13
1148,91.0,No,
1513,96.0,Yes,2025-11-14
2025,,Yes,2025-09-28
2327,73.0,Yes,2025-08-23
2275,55.0,Yes,2025-04-16
1098,56.0,Yes,2025-12-17
1054,100.0,Yes,2025-06-15
1716,83.0,Yes,2025-06-01
1175,64.0,Yes,2025-12-08
1429,67.0,Yes,
1309,54.0,No,
1019,76.0,Yes,2025-09-14
1144,52.0,No,
1208,74.0,Yes,2025-12-30
2128,87.0,No,
1622,53.0,Yes,2025-09-12
1086,81.0,No,
1270,,Yes,2025-05-29
1491,70.0,No,
2285,77.0,No,
1376,93.0,Yes,2025-08-06
1900,85.0,Yes,2025-02-03
1823,82.0,Yes,2025-05-30
2019,94.0,Yes,2025-03-19
1884,91.0,No,
1142,56.0,No,
1286,80.0,Yes,2025-03-19
1785,88.0,No,
2018,72.0,No,
1317,99.0,No,
1811,60.0,Yes,2025-12-27
2485,86.0,No,
2159,53.0,Yes,2025-06-13
1476,91.0,Yes,2025-08-11
1214,62.0,Yes,2025-11-12
1246,59.0,No,
2306,83.0,No,
1297,72.0,Yes,2025-12-12
1086,99.0,No,
1058,75.0,No,
2152,84.0,No,
1744,52.0,No,
2426,71.0,No,
1096,80.0,No,
1390,51.0,Yes,2025-01-05
2206,72.0,Yes,2025-12-08
1021,81.0,No,
2372,,No,
1329,65.0,Yes,2025-09-14
1677,93.0,Yes,2025-12-03
2187,72.0,No,
1861,95.0,Yes,2025-03-28
2416,72.0,Yes,2025-05-27
2185,68.0,No,
1731,86.0,No,
1909,69.0,No,
1449,94.0,No,
2327,65.0,Yes,2025-12-12
2457,64.0,Yes,2025-07-11
1162,72.0,No,
2401,69.0,No,
2293,86.0,No,
1545,87.0,Yes,2025-06-27
1412,62.0,Yes,2025-07-10
1451,87.0,Yes,
1792,60.0,No,
1094,57.0,Yes,2025-08-17
1923,,No,
1092,66.0,No,
1193,66.0,No,
1732,97.0,No,
1093,81.0,No,
2478,76.0,Yes,2025-06-02
1325,61.0,Yes,2025-05-19
1688,54.0,No,
1325,72.0,Yes,2025-03-05
1181,59.0,Yes,2025-12-14
1271,85.0,No,
1345,58.0,No,
2053,76.0,Yes,2025-06-26
2080,80.0,Yes,2025-12-26
2493,,Yes,2025-11-26
1364,79.0,Yes,2025-12-26
1298,100.0,Yes,2025-04-28
2183,54.0,No,
1821,50.0,Yes,2025-02-13
1699,,Yes,2025-11-08
2347,84.0,No,
2240,79.0,Yes,2025-03-04
1285,78.0,No,
2232,73.0,No,
2452,74.0,No,
1662,81.0,No,
1926,65.0,No,
1742,91.0,No,
2122,88.0,No,
1189,58.0,No,
2357,79.0,Yes,2025-04-17
1682,57.0,Yes,2025-03-21
1478,,Yes,2025-09-13
2221,86.0,Yes,2025-12-12
1031,85.0,Yes,2025-01-30
2080,72.0,No,
1473,98.0,Yes,2025-06-08
1317,91.0,No,
2086,97.0,Yes,2025-06-29
2441,58.0,No,
1337,76.0,No,
2269,64.0,Yes,2025-03-07
2282,66.0,Yes,2025-05-12
1742,69.0,Yes,2025-12-31
1344,59.0,No,
2271,72.0,No,
1461,,Yes,2025-06-18
2209,92.0,No,
1774,55.0,Yes,2025-06-21
2232,66.0,Yes,2025-08-16
1213,98.0,Yes,2025-08-30
1860,99.0,No,
2089,57.0,Yes,2025-07-11
2198,58.0,Yes,
1963,60.0,No,
2238,73.0,No,
1684,88.0,Yes,2025-04-09
1955,75.0,Yes,2025-10-22
2002,89.0,No,
1190,63.0,Yes,2025-06-22
1188,99.0,Yes,2025-06-24
1419,79.0,Yes,2025-06-15
1985,88.0,No,
1250,68.0,No,
2388,,Yes,2025-02-01
2214,56.0,No,
1135,83.0,Yes,2025-09-22
1593,68.0,Yes,2025-11-25
1629,94.0,No,
1485,71.0,No,
1175,90.0,Yes,2025-11-13
1114,64.0,No,
1722,58.0,No,
1428,64.0,Yes,2025-08-26
2226,72.0,No,
2072,56.0,Yes,2025-08-30
2298,87.0,No,
1909,56.0,Yes,2025-05-30
2441,99.0,Yes,2025-07-15
1606,84.0,No,
1610,85.0,Yes,2025-11-09
1540,94.0,No,
1790,75.0,Yes,2025-10-13
1896,73.0,No,
1859,59.0,Yes,2025-04-15
1719,72.0,Yes,2025-02-10
2226,98.0,Yes,2025-06-15
2196,88.0,No,
1351,90.0,No,
2240,60.0,Yes,2025-03-26
1738,66.0,No,
2014,73.0,Yes,2025-04-19
2466,83.0,Yes,2025-04-13
1026,76.0,No,
2381,70.0,No,
1221,62.0,No,
1614,57.0,Yes,2025-09-25
1661,53.0,No,
1883,58.0,Yes,2025-02-06
2423,71.0,Yes,2025-04-24
2382,64.0,No,
2058,90.0,No,
2028,90.0,Yes,2025-02-15
2301,77.0,Yes,2025-07-19
2475,61.0,No,
1763,50.0,Yes,2025-11-03
1734,67.0,Yes,2025-08-10
2467,88.0,No,
2308,64.0,No,
1263,69.0,No,
2370,95.0,No,
2232,67.0,Yes,2025-08-20
2196,91.0,Yes,2025-01-27
2063,53.0,Yes,2025-10-08
2314,74.0,No,
2132,92.0,No,
1979,,No,
1777,62.0,No,
1927,56.0,No,
1902,88.0,No,
1859,81.0,Yes,2025-11-12
1212,51.0,No,
1546,74.0,Yes,2025-07-30
1880,79.0,Yes,2025-07-01
1347,58.0,Yes,2025-05-27
1788,74.0,No,
1703,87.0,No,
2140,68.0,Yes,2025-07-26
2477,86.0,Yes,2025-05-06
1630,72.0,Yes,2025-06-14
2128,,Yes,2025-08-17
1435,57.0,No,
1407,92.0,No,
2043,75.0,Yes,2025-03-14
1974,56.0,Yes,2025-04-09
2130,83.0,No,
1255,97.0,No,
1917,95.0,Yes,2025-05-09
2204,67.0,Yes,2025-01-30
1617,78.0,No,
2158,83.0,No,
2251,94.0,Yes,2025-05-23
1197,97.0,No,
1532,89.0,Yes,2025-05-16
1927,74.0,No,
2172,86.0,Yes,2025-01-01
1694,84.0,No,
2227,97.0,No,
1326,75.0,Yes,
1206,81.0,No,
1691,80.0,No,
1903,,Yes,2025-08-12
2246,59.0,Yes,2025-12-16
2359,,Yes,2025-02-02
1947,98.0,No,
1285,67.0,No,
2238,81.0,No,
1120,62.0,No,
1912,66.0,Yes,
1887,57.0,Yes,2025-03-08
2079,80.0,No,
1507,91.0,Yes,2025-10-09
2331,88.0,No,
1622,50.0,Yes,2025-01-15
1078,93.0,Yes,2025-03-27
2075,63.0,Yes,2025-07-20
1563,87.0,No,
1644,79.0,Yes,2025-09-26
1511,95.0,No,
1052,98.0,Yes,2025-03-02
1490,71.0,Yes,2025-12-04
1650,,No,
1128,94.0,Yes,2025-12-27
2470,66.0,No,
2218,58.0,Yes,2025-05-18
1820,73.0,No,
1706,55.0,Yes,2025-12-29
2361,68.0,Yes,2025-07-19
1589,54.0,Yes,2025-11-08
1721,59.0,No,
1351,69.0,Yes,2025-02-22
2051,100.0,Yes,2025-09-11
1127,86.0,No,
1556,83.0,No,
1704,53.0,No,
1381,91.0,No,
2178,81.0,Yes,2025-09-12
2487,59.0,Yes,2025-05-20
2037,94.0,No,
1669,100.0,Yes,2025-01-12
1104,68.0,No,
2207,63.0,Yes,2025-02-13
1641,,No,
2051,92.0,Yes,2025-08-09
1903,84.0,No,
1876,78.0,No,
2081,60.0,Yes,2025-01-20
2336,97.0,Yes,2025-01-09
1097,78.0,No,
1241,52.0,No,
1491,58.0,Yes,2025-01-21
2059,76.0,Yes,2025-05-13
2137,61.0,No,
1163,99.0,Yes,2025-08-15
1218,,No,
1769,88.0,No,
1419,65.0,Yes,2025-05-19
1365,,No,
1964,77.0,No,
1852,86.0,No,
2257,86.0,Yes,2025-12-29
1706,94.0,No,
1877,79.0,Yes,2025-11-14
1818,74.0,Yes,2025-04-05
1360,80.0,Yes,2025-07-20
1184,55.0,No,
2348,96.0,Yes,2025-05-06
2315,90.0,No,
1308,83.0,No,
2003,78.0,Yes,2025-08-22
1193,51.0,Yes,2025-05-09
1812,67.0,Yes,2025-10-06
1028,53.0,No,
1028,75.0,Yes,2025-04-09
1359,98.0,Yes,2025-01-20
2202,50.0,No,
2055,95.0,No,
1761,72.0,No,
1900,64.0,No,
1443,87.0,No,
1174,58.0,No,
2280,53.0,Yes,2025-03-03
1645,96.0,No,
1288,91.0,Yes,2025-08-03
1901,62.0,No,
1414,73.0,No,
2422,96.0,No,
1608,91.0,No,
2256,97.0,No,
2363,69.0,No,
2254,96.0,No,
1965,90.0,No,
2413,83.0,Yes,2025-07-10
1586,,Yes,2025-06-29
1709,68.0,Yes,2025-12-16
1856,74.0,Yes,2025-03-11
2309,100.0,No,
1082,98.0,No,
1335,,No,
2403,67.0,No,
1800,78.0,No,
1465,81.0,No,
1676,91.0,Yes,2025-04-03
2420,72.0,No,
2134,81.0,No,
2208,65.0,Yes,2025-05-15
1311,68.0,No,
1373,,Yes,2025-02-04
1602,79.0,Yes,
1181,87.0,Yes,2025-09-03
1704,53.0,Yes,2025-07-22
1633,51.0,Yes,
1256,69.0,No,
2067,77.0,Yes,2025-10-04
1326,94.0,Yes,2025-10-22
1598,66.0,Yes,2025-01-16
1400,92.0,Yes,2025-05-27
1061,69.0,Yes,2025-10-27
2204,71.0,Yes,2025-01-17
1289,70.0,No,
1392,55.0,No,
1901,99.0,No,
2206,86.0,Yes,2025-01-03
1832,80.0,Yes,2025-02-15
1427,66.0,No,
1631,78.0,Yes,2025-01-01
1418,77.0,No,
1894,92.0,No,
1470,87.0,Yes,2025-08-31
1714,87.0,No,
1485,99.0,No,
2160,96.0,Yes,2025-03-09
2188,68.0,Yes,2025-04-24
1712,54.0,Yes,2025-06-11
2244,,Yes,2025-05-21
2277,72.0,Yes,2025-03-16
1075,,Yes,2025-12-04
1131,100.0,No,
1126,99.0,No,
2322,64.0,Yes,2025-07-29
1461,80.0,Yes,2025-05-12
1029,59.0,Yes,
1141,78.0,No,
2191,72.0,No,
1350,61.0,No,
2124,74.0,No,
2088,63.0,No,
2496,,Yes,2025-02-21
2267,63.0,No,
2127,68.0,Yes,
2124,69.0,No,
2499,53.0,No,
1539,66.0,No,
1766,98.0,No,
1243,52.0,No,
1855,81.0,No,
1258,82.0,Yes,2025-11-28
1969,91.0,No,
1555,88.0,No,
1670,89.0,No,
1563,85.0,No,
1732,53.0,No,
1705,56.0,Yes,2025-05-05
1680,94.0,Yes,2025-03-06
1587,99.0,Yes,2025-02-10
1209,98.0,No,
1042,87.0,No,
2364,57.0,Yes,2025-09-28
2472,55.0,No,
1600,72.0,No,
1632,89.0,Yes,
2343,98.0,No,
1422,78.0,No,
1641,82.0,Yes,2025-02-09
1940,79.0,Yes,2025-07-13
2001,,No,
1883,91.0,No,
2363,89.0,Yes,
1072,62.0,Yes,2025-05-15
1167,63.0,No,
1917,80.0,Yes,2025-11-29
2351,95.0,No,
1139,86.0,Yes,2025-07-30
1343,95.0,Yes,2025-08-01
1017,80.0,Yes,2025-09-19
2428,63.0,Yes,2025-09-22
2414,60.0,Yes,2025-10-11
2487,92.0,Yes,2025-11-21
2433,97.0,No,
1935,60.0,Yes,2025-02-08
1580,96.0,No,
1036,68.0,Yes,2025-06-11
2347,,Yes,2025-12-08
2397,82.0,Yes,2025-07-09
2271,59.0,Yes,2025-07-05
2283,77.0,Yes,2025-07-09
1917,77.0,Yes,2025-03-08
